ram,ssd,weight,screen,price
8,1024,2.0,10.1,1500
16,1024,2.4,17.3,1845
16,256,2.3,17.3,1275
16,128,1.9,17.3,1105
4,2048,2.0,15.6,1825
12,128,2.2,16.0,1220
16,128,2.0,12.5,970
32,512,2.1,12.1,1725
12,2048,2.5,12.1,1800
8,256,2.2,16.0,1225
4,256,1.9,10.1,710
64,1024,2.6,15.6,2470
64,64,1.9,10.1,1795
64,1024,2.8,16.0,2910
64,128,2.4,10.1,2080
12,512,2.2,13.3,1120
4,512,1.7,10.1,815
32,2048,2.4,14.0,2420
16,2048,2.5,16.0,2170
12,1024,2.4,11.6,1640
64,1024,2.6,13.3,2710
8,512,2.0,14.0,965
64,128,2.7,17.3,2265
16,256,1.7,12.5,870
16,2048,2.5,12.5,2130
4,64,2.1,12.1,665
16,256,2.2,12.1,900
12,1024,2.0,12.5,1360
12,256,1.6,14.0,925
8,2048,2.1,13.4,1895
16,64,2.0,13.3,960
32,2048,2.3,13.3,2655
8,512,1.9,11.6,1030
64,512,2.8,16.0,2155
32,128,2.0,13.4,1660
12,1024,1.7,11.6,1515
12,128,2.3,15.6,995
8,2048,2.5,14.0,1935
64,2048,2.8,11.6,3015
8,1024,2.1,13.3,1525
12,2048,1.8,10.1,2010
16,256,2.2,13.3,1045
16,256,1.9,11.6,830
64,1024,2.3,11.6,2585
8,512,2.2,15.6,1080
16,512,1.9,12.5,1185
32,1024,2.2,10.1,2165
32,512,2.1,13.3,1475
16,2048,2.4,13.3,2195
64,128,2.3,12.1,1810
64,1024,2.9,12.5,2850
64,128,2.7,12.5,2105
12,64,2.0,16.0,1170
4,2048,2.1,12.5,2015
4,256,1.8,13.4,770
64,128,2.7,17.3,2305
4,64,1.7,12.5,675
12,64,1.9,12.5,890
32,64,2.0,17.3,1865
8,64,1.5,11.6,635
16,512,1.9,12.1,1055
64,256,2.5,13.3,1855
12,256,1.5,10.1,905
12,256,2.4,16.0,1085
12,256,2.2,15.6,910
16,512,2.1,17.3,1400
16,512,2.0,12.5,1080
32,64,1.7,10.1,1480
4,64,2.1,16.0,895
4,128,2.1,16.0,1000
8,64,1.6,11.6,800
32,64,2.3,10.1,1205
32,256,2.5,15.6,1750
32,1024,2.0,13.3,2265
64,2048,2.9,12.5,2910
32,256,2.3,12.1,1335
8,1024,2.3,13.4,1415
4,64,1.8,12.1,675
16,128,2.0,13.4,855
4,128,2.2,12.5,800
12,256,1.5,10.1,825
12,128,1.8,12.1,740
64,64,2.6,15.6,1960
12,512,2.0,17.3,1395
8,2048,2.4,10.1,1825
64,1024,2.8,11.6,2525
8,1024,2.5,16.0,1850
12,256,2.0,15.6,1065
32,2048,2.3,12.5,2500
64,1024,2.5,13.3,2900
64,64,2.3,10.1,1655
12,64,2.1,12.5,845
8,128,1.8,13.3,795
8,64,1.9,10.1,630
12,2048,2.7,15.6,1915
12,512,2.1,15.6,1065
16,2048,2.4,13.4,1975
32,128,1.8,12.1,1370
32,1024,2.2,17.3,2230
32,128,2.3,14.0,1360
16,512,2.4,15.6,1245
12,256,1.9,17.3,1060
64,64,2.9,16.0,2235
12,128,2.0,13.3,865
8,256,1.9,10.1,700
8,64,2.0,12.1,770
64,256,2.6,14.0,2070
64,512,2.6,14.0,2105
8,512,2.1,15.6,1155
64,64,2.1,13.3,1720
8,64,2.1,11.6,655
64,512,2.1,12.1,2150
32,1024,2.8,16.0,2420
64,1024,2.8,13.3,2770
16,256,2.1,10.1,855
64,64,2.1,12.1,1890
12,128,2.1,15.6,890
8,2048,2.4,16.0,2060
4,1024,2.2,13.4,1325
8,2048,2.7,15.6,1875
8,512,1.9,13.3,1000
64,128,2.2,11.6,1725
8,512,1.5,11.6,850
16,512,2.3,13.3,1045
64,1024,2.5,17.3,3010
12,512,2.2,10.1,1035
4,2048,2.5,13.4,1820
16,128,1.8,13.4,1005
4,512,2.2,16.0,1220
12,128,1.8,11.6,715
64,256,2.6,12.1,2170
4,128,1.9,12.1,675
12,256,2.1,15.6,1100
4,1024,2.0,12.1,1425
64,256,2.4,17.3,2460
64,128,2.2,13.4,1990
12,2048,2.1,13.3,1970
16,256,2.3,17.3,1280
16,2048,2.6,14.0,2010
4,64,2.0,12.1,630
32,256,2.2,17.3,1630
16,128,1.8,12.5,890
8,1024,2.0,12.1,1585
8,256,1.7,14.0,840
12,2048,2.3,12.1,2060
8,1024,2.6,15.6,1470
12,512,2.2,10.1,860
64,1024,2.6,13.4,2385
16,2048,2.7,13.4,2070
8,2048,2.5,14.0,1825
64,64,2.1,14.0,1720
4,256,1.7,14.0,805
4,64,1.8,14.0,755
16,64,2.2,13.3,880
8,1024,2.1,10.1,1415
12,128,1.6,11.6,790
64,64,2.0,12.5,1840
8,256,2.2,14.0,805
32,2048,2.2,14.0,2685
32,128,1.6,10.1,1495
64,1024,2.4,14.0,2750
16,2048,2.3,13.4,2215
16,2048,1.9,10.1,1995
8,1024,1.8,12.1,1385
4,1024,2.1,14.0,1565
16,2048,2.2,16.0,2145
32,2048,2.4,13.4,2380
8,2048,2.5,17.3,2200
32,64,2.0,12.1,1440
16,512,2.5,15.6,1215
16,64,1.5,11.6,775
8,128,2.0,11.6,815
8,2048,2.0,12.5,2175
64,2048,2.6,13.3,3315
12,512,2.3,13.3,975
12,128,2.1,14.0,940
64,2048,3.0,16.0,3585
4,512,1.4,10.1,940
8,128,2.3,13.3,855
4,2048,2.1,12.5,1760
64,2048,2.7,16.0,3345
32,256,1.9,13.4,1615
32,256,2.6,15.6,1740
8,1024,2.2,16.0,1525
4,512,1.8,11.6,920
16,256,1.9,15.6,940
12,1024,2.4,16.0,1710
4,1024,1.6,10.1,1295
64,256,2.2,10.1,1885
12,128,2.0,13.4,905
16,128,1.7,12.1,850
8,2048,2.6,16.0,2345
8,256,1.8,13.3,915
12,64,2.4,17.3,990
4,1024,2.2,12.5,1310
16,1024,2.2,11.6,1460
32,2048,2.6,12.1,2860
12,128,2.3,17.3,1115
64,128,2.0,13.4,2020
32,1024,2.3,11.6,2255
8,2048,2.1,17.3,2115
4,2048,2.5,13.4,2145
4,1024,2.1,16.0,1810
4,256,2.2,13.3,720
64,128,2.5,17.3,1975
64,512,2.4,13.3,1930
4,128,2.1,11.6,670
32,64,2.5,17.3,1825
64,512,2.1,13.3,2055
16,128,2.1,12.1,800
8,64,1.8,13.3,720
8,128,2.2,12.1,675
8,512,2.1,15.6,1105
16,512,1.8,15.6,1235
8,1024,1.9,16.0,1720
8,128,1.9,13.4,785
8,256,1.7,16.0,1210
8,256,2.0,13.4,940
8,256,2.3,15.6,1005
8,2048,2.5,14.0,1840
64,128,2.1,11.6,2010
32,512,2.3,13.4,1665
16,256,2.0,14.0,940
16,512,2.0,12.5,1010
4,128,1.6,10.1,645
4,256,2.3,15.6,775
32,2048,2.8,17.3,2720
12,2048,2.6,17.3,2510
16,128,1.8,11.6,980
12,1024,2.4,12.1,1505
4,1024,2.5,16.0,1520
64,2048,2.7,14.0,2940
4,256,1.6,14.0,745
32,1024,2.2,13.4,2005
64,2048,2.9,17.3,3145
8,256,1.6,14.0,955
16,64,2.2,11.6,870
4,1024,1.8,12.1,1295
64,1024,3.0,13.4,2510
16,1024,1.7,11.6,1435
64,64,2.2,16.0,2170
4,2048,2.5,11.6,1680
32,2048,2.7,13.3,2850
64,64,2.1,12.1,1975
8,2048,2.5,12.1,1780
16,2048,2.7,16.0,2170
4,2048,2.2,16.0,2345
16,256,2.1,10.1,830
4,512,1.7,10.1,770
4,2048,2.4,12.1,1840
12,1024,2.2,12.1,1375
8,512,2.0,12.5,855
4,512,2.3,16.0,1065
12,64,1.6,14.0,800
8,64,1.4,10.1,590
4,64,1.5,11.6,730
12,512,1.8,16.0,1305
64,2048,2.8,16.0,3415
4,256,2.1,11.6,665
64,1024,2.7,15.6,2645
4,64,1.8,16.0,890
32,2048,2.6,12.1,2835
64,2048,3.0,17.3,3625
64,2048,3.0,14.0,2905
4,512,1.9,12.5,825
8,128,1.7,17.3,1205
16,512,2.3,12.1,1105
32,2048,2.6,12.5,2860
16,64,2.3,14.0,965
4,512,1.9,17.3,1200
4,128,2.0,13.4,815
8,256,1.9,12.1,735
32,256,2.3,16.0,1995
16,128,2.4,17.3,1085
4,128,1.7,15.6,795
16,2048,2.4,13.3,1935
16,1024,2.1,14.0,1470
12,64,1.4,10.1,690
4,128,1.6,10.1,645
4,256,1.8,16.0,1160
64,64,2.3,16.0,1960
64,1024,2.8,14.0,2595
12,256,2.4,15.6,1065
12,1024,1.7,14.0,1490
4,256,2.1,14.0,870
8,128,1.9,10.1,665
8,1024,1.8,15.6,1695
4,256,1.5,11.6,770
32,128,2.4,13.4,1390
64,256,2.9,17.3,2160
12,2048,2.6,13.4,1805
16,512,1.7,10.1,1125
16,256,2.4,17.3,1120
4,128,2.2,15.6,885
12,128,2.0,10.1,765
4,128,2.1,17.3,1030
8,64,2.1,15.6,860
4,1024,2.2,15.6,1540
8,256,1.9,13.3,910
64,2048,2.9,11.6,2760
64,128,2.4,15.6,2265
64,1024,2.9,11.6,2875
8,256,1.7,12.5,935
4,64,1.3,10.1,565
64,64,2.5,17.3,2015
32,128,2.4,17.3,1890
64,64,2.7,11.6,1985
12,2048,2.8,17.3,2595
8,1024,1.7,12.5,1400
32,64,1.7,12.1,1325
64,256,2.1,12.5,2255
16,512,1.7,10.1,1145
12,64,1.8,16.0,1010
8,512,1.5,10.1,870
16,64,1.8,13.3,830
16,2048,2.0,12.5,2130
4,2048,1.9,12.5,1785
4,2048,2.0,16.0,2080
12,2048,2.2,14.0,2230
64,64,2.7,15.6,1940
12,256,1.8,11.6,845
4,128,2.0,10.1,690
8,128,1.7,10.1,680
4,64,2.2,17.3,945
32,256,2.4,16.0,1675
4,1024,2.4,14.0,1510
8,512,1.9,17.3,1270
32,64,2.3,14.0,1390
32,1024,2.3,15.6,2185
8,512,1.9,13.3,1090
64,128,2.7,11.6,1850
12,128,2.0,12.5,820
12,128,2.1,12.1,855
8,512,1.9,13.4,945
4,64,2.0,17.3,885
4,256,1.8,12.5,705
4,256,1.6,15.6,810
64,128,2.2,10.1,1970
4,64,1.6,14.0,760
12,512,1.5,10.1,1070
32,128,2.1,13.4,1655
32,512,2.5,15.6,1920
32,64,2.5,13.4,1380
32,64,1.8,14.0,1310
64,128,2.7,11.6,1930
8,128,2.2,14.0,855
64,128,2.6,12.1,1925
16,2048,2.3,12.1,2095
4,64,1.8,17.3,950
4,1024,1.8,12.5,1480
64,64,1.9,11.6,2090
32,256,2.4,13.3,1685
32,256,2.0,13.4,1585
12,64,1.6,13.4,915
32,64,2.5,17.3,1770
32,1024,2.5,13.3,1950
64,1024,2.6,17.3,3130
16,1024,2.1,13.4,1685
64,1024,2.3,15.6,2890
32,1024,2.0,12.5,2040
32,256,2.1,10.1,1320
12,1024,1.7,11.6,1335
4,128,2.1,10.1,590
32,2048,2.3,14.0,2585
12,2048,2.2,16.0,2290
8,64,1.8,12.5,730
12,64,2.0,12.5,870
32,256,1.8,12.5,1685
8,64,1.7,12.1,795
16,256,2.1,10.1,880
8,1024,2.3,15.6,1390
32,1024,2.4,11.6,1940
12,1024,2.4,13.4,1645
8,64,2.2,12.5,820
64,64,2.6,10.1,1910
8,64,2.1,12.1,670
32,128,2.0,14.0,1380
64,128,2.3,12.1,1920
4,512,1.7,16.0,1170
8,2048,2.5,13.4,1860
12,64,2.1,13.3,750
64,64,2.7,12.5,2060
32,2048,2.5,13.4,2580
32,64,1.9,13.3,1315
12,128,1.8,15.6,975
12,256,2.1,11.6,850
8,512,1.9,12.5,1025
12,64,2.0,14.0,910
12,512,2.2,17.3,1315
8,128,2.0,13.3,760
32,2048,2.6,12.5,2600
12,2048,1.9,11.6,2110
4,256,2.0,14.0,815
8,1024,2.3,11.6,1430
32,128,2.0,16.0,1575
12,64,1.8,15.6,915
32,128,2.5,13.4,1410
8,256,2.0,16.0,1140
4,128,1.8,13.3,710
64,256,2.7,15.6,2035
4,128,1.4,12.1,730
64,512,2.6,12.5,2160
64,128,2.9,17.3,2515
32,512,2.1,14.0,1885
8,1024,2.3,14.0,1635
4,256,1.9,12.1,800
32,64,1.9,14.0,1595
4,256,2.0,13.4,810
8,2048,2.5,13.3,1780
32,64,2.3,10.1,1350
12,64,2.1,13.3,820
32,256,2.1,14.0,1570
32,2048,2.9,13.4,2655
64,2048,2.6,14.0,3130
64,1024,2.7,16.0,3120
4,2048,2.7,16.0,2165
32,128,1.7,13.3,1340
16,64,1.9,12.1,850
64,1024,2.8,11.6,2810
64,512,2.8,14.0,2440
4,256,1.7,13.3,715
4,512,2.3,17.3,1360
32,128,2.0,11.6,1385
12,256,1.7,16.0,1140
12,256,2.2,14.0,965
64,2048,3.0,14.0,3255
4,2048,2.5,12.5,2090
4,1024,1.9,16.0,1810
64,2048,2.9,12.5,2805
4,64,1.5,13.3,760
12,64,2.1,13.4,880
64,256,2.5,13.3,2045
16,256,1.7,16.0,1300
64,128,2.5,14.0,2010
16,512,1.8,15.6,1280
8,2048,2.6,11.6,1750
32,256,2.1,15.6,1425
4,128,2.1,17.3,1060
32,256,1.8,12.5,1620
32,512,2.1,11.6,1465
64,1024,2.5,17.3,2570
32,2048,2.7,15.6,3025
16,256,2.0,14.0,1045
64,64,2.0,13.4,2095
12,2048,2.2,12.1,2175
64,1024,2.6,17.3,2745
16,64,1.6,11.6,825
16,512,1.9,13.3,985
8,1024,1.7,11.6,1450
16,2048,2.0,10.1,1775
64,256,2.7,15.6,2100
12,64,2.2,16.0,965
32,64,2.4,13.4,1470
32,64,2.0,17.3,1585
16,64,2.2,16.0,1015
16,64,2.2,12.1,855
64,64,2.3,11.6,2000
8,256,2.0,14.0,815
12,256,2.0,17.3,1285
32,512,2.2,13.4,1590
12,64,1.8,14.0,905
4,1024,2.3,13.4,1460
8,128,2.1,14.0,735
12,512,1.9,12.1,1145
64,2048,3.0,15.6,2880
12,128,1.6,15.6,880
16,512,1.9,12.5,1050
64,64,2.6,10.1,2055
32,512,2.4,13.3,1865
16,512,2.2,17.3,1470
64,512,2.9,16.0,2480
12,1024,1.9,14.0,1525
32,2048,2.6,12.1,2740
16,512,2.1,13.3,1135
16,64,1.8,13.4,835
64,64,2.8,15.6,2000
8,1024,1.5,10.1,1305
12,1024,1.9,13.4,1665
12,256,1.6,10.1,785
8,128,2.0,12.5,720
12,256,1.7,12.1,825
12,64,1.7,14.0,800
8,256,1.8,13.3,940
64,256,2.2,13.4,1925
8,1024,1.8,12.1,1360
12,512,2.2,13.3,955
32,128,1.8,13.3,1315
12,512,1.9,14.0,960
32,512,2.0,13.3,1615
16,1024,2.7,17.3,2050
64,1024,2.8,13.3,2465
8,256,1.9,17.3,1180
4,256,1.6,12.5,860
12,128,1.9,17.3,1095
64,128,2.2,14.0,2115
8,256,1.6,16.0,1165
12,2048,2.6,13.3,2210
16,256,2.3,16.0,1195
8,512,2.2,13.4,1065
64,64,2.2,12.1,1800
4,64,1.7,17.3,1090
64,64,2.7,13.4,2100
64,64,2.0,11.6,2015
8,256,2.0,17.3,1165
32,256,2.2,10.1,1355
4,2048,2.7,17.3,2005
64,2048,2.8,12.1,3310
32,2048,2.4,16.0,3110
16,64,1.8,14.0,880
12,1024,2.1,16.0,1610
12,256,2.2,13.4,950
64,512,2.6,13.4,2350
64,64,3.0,17.3,2320
12,1024,2.3,16.0,1670
8,64,1.5,11.6,670
32,128,2.4,17.3,1880
16,64,2.3,16.0,1030
4,256,1.6,12.1,690
64,1024,2.9,13.4,2920
64,1024,2.2,12.5,2795
64,1024,2.8,16.0,3195
8,512,2.3,13.3,985
64,1024,2.6,14.0,2555
16,2048,2.7,12.5,2185
4,256,2.3,14.0,795
8,1024,1.9,12.1,1525
12,256,1.7,14.0,1050
4,512,1.9,15.6,985
16,1024,1.8,14.0,1590
32,64,1.7,10.1,1355
8,128,2.3,13.4,735
8,512,1.6,13.4,965
4,512,2.1,12.5,830
8,1024,2.0,12.1,1585
4,128,2.2,14.0,815
16,512,1.7,14.0,1075
16,128,1.7,14.0,995
4,128,2.3,17.3,1115
8,256,1.5,10.1,800
4,1024,1.6,12.5,1495
64,2048,3.0,14.0,2925
16,256,2.5,17.3,1390
32,512,2.6,15.6,1675
64,128,2.7,11.6,2135
8,128,2.1,16.0,930
4,1024,1.9,15.6,1370
16,1024,2.2,12.1,1620
16,512,2.0,12.1,1160
64,512,2.5,16.0,2600
32,1024,2.5,16.0,2465
16,1024,1.8,14.0,1450
12,1024,1.8,12.5,1340
32,1024,2.2,11.6,1960
4,512,1.7,12.1,850
8,128,1.6,13.4,835
32,512,2.6,17.3,1835
16,256,1.8,13.3,1025
4,64,2.2,15.6,815
64,128,2.6,14.0,1885
4,2048,1.8,12.5,2100
32,512,2.1,13.3,1820
4,128,1.5,10.1,710
8,128,1.9,13.3,870
4,256,1.6,15.6,980
64,256,2.7,12.1,2005
4,64,2.3,15.6,840
16,1024,1.8,13.3,1460
16,512,2.1,14.0,1175
16,256,1.7,14.0,980
64,128,2.3,12.1,1830
12,1024,2.1,15.6,1775
64,1024,2.7,13.3,2400
12,64,1.9,12.5,715
32,64,2.0,13.4,1565
64,2048,3.0,15.6,3240
4,1024,1.5,10.1,1430
8,2048,2.1,14.0,2025
64,1024,2.6,15.6,2700
32,64,2.4,13.3,1540
12,512,2.6,17.3,1410
4,1024,2.1,17.3,1570
4,1024,2.0,10.1,1440
32,256,2.4,13.3,1460
32,1024,2.7,16.0,2145
12,512,1.7,12.5,1080
64,2048,2.6,10.1,2810
8,64,1.7,14.0,840
32,512,1.9,14.0,1815
64,128,2.8,16.0,2240
12,64,2.0,12.5,720
32,64,2.0,10.1,1445
16,1024,2.7,17.3,2060
4,1024,2.0,17.3,1620
16,64,1.8,10.1,705
12,64,2.2,13.3,800
12,64,2.0,10.1,740
12,512,2.2,15.6,1175
12,512,1.8,14.0,1110
12,128,2.1,12.1,730
8,256,2.2,12.5,865
16,128,2.4,16.0,1100
8,1024,1.8,16.0,1865
8,512,2.0,16.0,1135
64,128,2.5,11.6,1805
4,1024,2.0,12.1,1460
4,512,1.9,10.1,810
64,256,2.1,13.3,2090
12,64,2.0,15.6,800
4,64,1.7,14.0,725
8,2048,2.0,12.5,1875
4,1024,1.9,17.3,1740
4,1024,1.7,13.3,1245
4,512,1.8,10.1,835
12,2048,1.9,10.1,1930
12,128,2.0,10.1,730
16,128,2.1,10.1,890
16,64,1.7,16.0,1110
12,512,1.9,13.4,995
16,64,2.2,12.5,945
64,512,2.6,12.1,2300
12,64,2.2,15.6,810
32,512,2.3,12.5,1830
4,64,1.8,10.1,555
32,512,2.5,12.1,1540
8,128,1.8,13.4,870
64,2048,2.5,13.4,3345
64,128,2.6,16.0,2190
32,64,1.9,14.0,1570
32,512,2.2,10.1,1545
4,1024,2.2,13.4,1395
8,128,2.4,17.3,1140
16,128,2.3,15.6,1105
4,256,2.0,13.3,900
32,2048,2.8,16.0,2750
8,2048,2.3,11.6,1750
16,2048,2.3,14.0,1920
4,512,1.9,12.5,910
8,2048,2.2,14.0,1930
32,256,2.1,12.5,1595
64,128,2.3,10.1,1895
8,512,2.0,12.5,1065
16,512,1.7,11.6,1180
4,2048,2.2,10.1,1980
16,256,2.1,11.6,875
64,128,2.2,12.5,1995
8,1024,1.9,15.6,1630
4,128,1.6,15.6,750
4,64,1.7,12.5,665
64,1024,2.6,11.6,2525
12,128,1.7,15.6,820
64,1024,2.4,14.0,2930
8,1024,2.3,13.4,1555
32,512,1.9,14.0,1675
4,2048,2.6,13.4,2010
8,256,2.2,12.1,870
8,2048,2.0,12.5,1900
32,2048,2.2,12.5,2785
8,128,1.5,13.4,810
16,64,2.2,16.0,1140
32,64,1.9,14.0,1415
12,64,1.7,13.4,800
8,128,1.9,16.0,1105
12,256,1.6,12.5,845
64,512,2.4,14.0,2105
12,256,1.8,16.0,1230
16,64,2.2,10.1,730
12,512,2.3,13.3,990
12,1024,1.7,12.5,1600
12,2048,2.4,14.0,2265
64,128,2.6,13.4,2055
12,1024,2.1,17.3,1930
4,512,1.7,11.6,860
32,64,2.3,15.6,1370
4,128,1.9,12.1,745
4,1024,1.7,10.1,1355
16,256,1.7,14.0,1045
64,1024,2.2,12.1,2705
32,1024,2.7,14.0,2250
64,2048,2.8,13.3,2805
4,1024,2.1,13.4,1570
64,512,2.5,16.0,2320
16,1024,2.3,12.1,1435
16,256,2.1,10.1,970
8,512,2.2,16.0,1145
32,256,2.2,14.0,1675
4,256,2.0,12.1,765
64,128,2.6,10.1,1715
4,512,2.1,17.3,1080
16,64,2.0,17.3,1130
32,256,2.3,11.6,1390
4,64,2.0,14.0,765
32,2048,2.1,12.1,2340
12,64,1.6,12.1,850
4,512,2.3,17.3,1190
8,512,2.4,16.0,1280
64,2048,3.0,16.0,3695
64,1024,2.8,12.1,2400
32,2048,2.3,14.0,2430
32,1024,2.6,11.6,1940
64,2048,2.8,12.5,3500
32,128,1.9,11.6,1405
32,64,2.2,13.3,1390
4,256,2.4,16.0,1155
4,512,2.1,17.3,1155
32,256,1.8,13.4,1425
64,256,2.1,14.0,2145
12,2048,2.4,16.0,2075
32,256,1.8,12.1,1425
32,256,2.4,13.4,1520
16,128,1.8,11.6,790
16,256,2.1,13.4,925
12,256,2.2,10.1,900
16,256,1.8,10.1,950
8,256,1.5,13.3,970
4,1024,1.9,13.3,1290
16,1024,2.1,17.3,1785
16,128,2.4,16.0,1090
64,512,2.7,15.6,2250
32,64,2.2,12.5,1440
64,2048,3.0,17.3,3720
4,64,1.4,10.1,670
4,64,1.8,17.3,1005
16,128,2.0,15.6,975
64,2048,2.9,11.6,3380
32,128,2.2,17.3,1820
8,512,2.0,13.4,905
32,512,2.5,13.4,1880
16,2048,2.1,10.1,1905
4,2048,1.9,13.3,1730
8,2048,2.7,17.3,2425
12,2048,1.8,10.1,1765
16,1024,1.8,11.6,1410
12,128,2.1,12.5,925
64,128,2.1,12.5,2130
4,128,1.8,14.0,745
32,256,2.1,17.3,1615
8,64,1.7,11.6,635
12,64,2.2,14.0,940
4,64,2.0,13.3,725
32,1024,2.2,12.5,2175
64,64,2.2,13.3,1955
16,256,1.7,13.3,1060
64,2048,2.5,15.6,3080
8,2048,1.9,13.4,2200
16,64,2.4,17.3,1065
16,256,2.2,15.6,1110
64,128,2.1,12.1,2055
8,64,1.5,13.4,730
16,64,2.4,15.6,960
8,1024,2.1,11.6,1385
64,2048,2.6,13.3,2930
8,1024,2.6,15.6,1435
12,64,2.2,12.5,885
4,2048,2.7,16.0,2095
32,512,2.7,17.3,2175
16,2048,2.4,11.6,2220
16,2048,2.3,10.1,1785
8,2048,1.8,12.5,1765
12,2048,2.0,13.3,2295
12,2048,2.3,16.0,2170
16,256,2.1,17.3,1250
12,2048,2.3,10.1,1915
64,2048,3.0,16.0,3425
4,128,2.2,13.3,670
8,1024,1.9,16.0,1660
16,512,1.9,10.1,1040
8,64,1.4,11.6,635
32,64,1.8,12.1,1485
8,256,1.8,13.4,890
64,1024,3.0,17.3,2760
32,1024,2.3,13.3,2335
8,128,1.9,14.0,850
64,64,2.8,17.3,2180
12,256,1.9,12.5,935
12,512,1.7,13.3,1005
64,1024,2.7,17.3,2790
16,1024,2.3,14.0,1635
16,64,2.1,11.6,745
8,128,2.0,15.6,835
16,256,2.3,12.5,1050
8,512,2.1,11.6,875
64,128,2.7,16.0,2150
8,1024,2.1,14.0,1575
8,128,1.9,16.0,1165
32,128,2.3,15.6,1505
32,2048,2.2,10.1,2565
4,128,1.5,12.5,665
8,128,2.1,17.3,1140
16,512,1.6,12.1,1015
8,2048,2.4,13.4,1935
64,512,2.4,13.4,1955
32,128,2.0,15.6,1600
32,2048,2.6,15.6,2970
16,2048,2.5,15.6,2270
4,256,1.4,11.6,810
16,64,1.9,10.1,700
16,256,1.7,10.1,880
64,2048,2.8,16.0,3300
4,512,2.1,11.6,955
16,128,2.2,17.3,1080
32,2048,2.3,12.5,2475
32,64,2.4,12.1,1380
4,2048,2.3,10.1,1705
4,256,1.6,12.5,820
8,512,1.7,12.5,1020
32,64,1.7,11.6,1320
32,1024,1.9,13.3,2285
8,512,2.2,12.5,860
32,64,1.9,15.6,1420
12,128,2.2,12.5,780
16,256,1.9,12.1,915
32,128,1.7,11.6,1330
8,1024,2.2,12.1,1280
32,128,2.0,17.3,1685
12,512,2.2,13.3,955
64,512,2.7,15.6,2070
4,512,2.4,16.0,1245
12,1024,2.2,11.6,1565
64,1024,2.6,14.0,2920
64,512,2.6,10.1,2240
32,1024,2.2,10.1,2135
32,64,1.9,11.6,1545
12,128,2.0,17.3,1265
12,256,2.1,12.5,875
32,512,2.4,12.1,1655
16,512,2.1,16.0,1425
16,1024,2.1,13.4,1600
4,1024,2.5,16.0,1460
4,128,1.5,14.0,700
4,128,1.9,12.1,675
16,256,2.2,12.5,1010
4,1024,2.1,13.3,1400
16,2048,2.4,13.4,2155
8,256,1.6,12.5,865
8,64,2.0,12.5,805
32,2048,2.6,13.4,2555
8,2048,2.1,17.3,2510
4,512,1.5,12.5,825
12,1024,2.1,14.0,1385
32,256,1.8,12.5,1485
64,512,2.4,13.3,1915
12,64,1.7,15.6,835
8,2048,2.6,13.4,2090
32,128,1.9,13.4,1505
64,2048,3.0,17.3,3020
8,256,2.0,17.3,1240
32,128,2.5,14.0,1365
4,1024,2.3,13.3,1330
12,512,2.1,15.6,1135
12,64,1.7,10.1,805
32,256,2.4,14.0,1735
64,128,2.6,14.0,1760
64,512,2.3,17.3,2610
16,1024,2.5,16.0,1995
64,512,2.4,10.1,2135
16,512,1.6,10.1,1010
32,64,2.1,13.3,1445
64,64,2.4,16.0,2370
8,1024,1.7,10.1,1460
8,1024,2.4,17.3,1785
12,64,1.7,13.3,830
32,64,1.7,12.1,1335
4,128,2.0,15.6,730
8,256,2.1,17.3,1155
64,2048,2.8,10.1,2900
4,512,1.8,17.3,1360
12,128,1.7,12.5,825
16,512,2.2,16.0,1380
8,512,1.9,15.6,1010
4,512,1.9,10.1,795
8,512,1.7,16.0,1375
12,256,1.7,12.1,925
16,2048,2.6,17.3,2205
4,64,1.5,13.4,655
16,256,2.2,12.1,955
16,1024,1.9,10.1,1360
64,512,2.8,12.5,2220
4,512,2.2,12.1,835
16,1024,2.4,13.3,1650
32,512,2.6,14.0,1805
64,128,2.6,10.1,1735
4,512,2.1,12.1,985
32,256,2.1,10.1,1580
12,1024,2.4,17.3,1650
32,1024,1.9,13.4,2035
4,128,1.5,12.1,780
32,256,2.3,10.1,1520
32,512,2.4,12.5,1550
8,1024,2.3,12.5,1375
16,128,1.7,14.0,850
64,2048,3.0,13.3,3255
64,2048,2.6,13.3,3545
64,256,2.9,16.0,2115
64,128,2.4,13.4,1855
64,128,2.2,13.3,1850
32,2048,2.4,12.1,2695
32,1024,1.9,13.4,2265
32,2048,2.9,15.6,2755
4,2048,2.5,12.1,1955
8,2048,2.2,10.1,1985
32,2048,2.6,13.4,2760
12,64,1.8,11.6,865
4,512,2.4,17.3,1140
8,2048,1.9,11.6,2125
16,256,2.5,17.3,1185
16,128,2.4,16.0,1145
8,1024,1.8,12.5,1535
64,512,2.8,13.3,2425
32,256,2.3,13.3,1425
64,256,2.2,15.6,1895
16,64,1.9,12.5,900
16,64,2.3,12.5,865
16,256,2.0,13.4,1080
32,256,1.8,13.3,1705
12,128,2.3,15.6,995
8,256,2.4,17.3,1115
12,2048,1.9,10.1,2100
4,2048,2.0,13.4,1740
64,2048,2.3,10.1,2825
8,1024,2.2,13.4,1325
4,2048,2.6,15.6,1800
4,64,1.6,12.1,650
12,256,1.9,15.6,1020
32,64,1.8,15.6,1595
12,256,1.8,10.1,790
16,512,2.5,17.3,1445
32,512,2.3,14.0,1630
32,2048,2.4,17.3,2955
16,2048,2.7,14.0,2075
